"","hs_complete","taken_comp_classes","work_computer","computer_hours","income","job_satisfaction","retired_tech","computer_unemployment","computers_add_jobs","science_better","satisfaction_binomial","satisfaction_binom"
"227","Yes","Yes","Yes",25,31500,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"228","Yes","Yes","Yes",35,26000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly disagree","Strongly satisfied",1
"229","No","No","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"230","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"231","Yes","Yes","No",0,9000,"Strongly satisfied",NA,NA,"Somewhat disagree","No opinion","Strongly satisfied",1
"232","Yes","No","No",0,5500,"Somewhat satisfied",NA,NA,"No opinion","No opinion","Somewhat satisfied",1
"233","Yes","Yes","Yes",38,35000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"234","Yes","No","Yes",4,55000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat disagree","Somewhat satisfied",1
"235","Yes","Yes","Yes",18,18000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"236","Yes","No","Yes",20,18500,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"237","Yes","No","Yes",37,16000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"238","Yes","Yes","Yes",2,50000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"239","Yes","No","No",0,5000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"240","Yes","Yes","Yes",10,18900,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"241","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"242","Yes","No","No",0,780,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"243","Yes","No","No",0,25000,"No opinion",NA,NA,"Somewhat disagree","Somewhat agree","No opinion",NA
"244","Yes","Yes","No",0,4400,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"245","Yes","Yes","Yes",5,32000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"246","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"247","Yes","Yes","No",0,35000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"248","Yes","Yes","No",0,44000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"249","Yes","No","No",0,18000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat dissatisfied",0
"250","Yes","No","No",0,25500,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"251","No","No","No",0,1000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"252","Yes","No","Yes",30,19000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"253","Yes","No","No",0,6000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly disagree","Strongly satisfied",1
"254","Yes","Yes","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"255","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"256","Yes","No","No",0,9100,"Strongly satisfied","No",NA,"No opinion","Somewhat agree","Strongly satisfied",1
"257","Yes","No","No",0,18000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"258","Yes","No","No",0,31000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"259","Yes","No","Yes",1,40000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat disagree","Strongly satisfied",1
"260","Yes","Yes","Yes",41,45000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"261","Yes","Yes","Yes",6,45000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"262","Yes","Yes","Yes",38,16000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"263","No","Yes","Yes",41,16000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"264","Yes","No","No",0,32000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"265","Yes","Yes","Yes",2,36000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"266","Yes","No","Yes",15,34000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"267","Yes","Yes","No",0,20000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"268","Yes","No","No",0,600,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat dissatisfied",0
"269","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"270","Yes","No","Yes",25,45000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"271","Yes","No","No",0,0,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"272","Yes","Yes","Yes",6,38000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"273","Yes","No","Yes",20,26600,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"274","No","No","No",0,9575,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"275","No","No","No",0,12000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"276","No","No","No",0,20000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"277","Yes","Yes","No",0,53000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"278","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"279","No","No","No",0,3000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat dissatisfied",0
"280","Yes","Yes","No",0,17000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"281","Yes","Yes","Yes",4,2500,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Strongly satisfied",1
"282","Yes","No","No",0,12000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"283","Yes","No","No",0,10000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"284","Yes","Yes","No",0,10000,"Somewhat satisfied","No",NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"285","Yes","No","No",0,28000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"286","Yes","No","No",0,38000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"287","Yes","No","Yes",1,29000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"288","Yes","No","Yes",0,50000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"289","Yes","Yes","Yes",10,36000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"290","Yes","No","No",0,20000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"291","Yes","Yes","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"292","Yes","No","No",0,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"293","Yes","No","No",0,7790,"Somewhat satisfied","Not stated",NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"294","Yes","No","No",0,30000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"295","No","No","No",0,8500,"Strongly satisfied","No",NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"296","Yes","No","No",0,10000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"297","Yes","No","No",0,29000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"298","Yes","No","No",0,25000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"299","No","No","No",0,20000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"300","Yes","Yes","No",0,4000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"301","No","No","No",0,15000,"Strongly satisfied",NA,"No","Somewhat agree","Strongly agree","Strongly satisfied",1
"302","Yes","No","No",0,43000,"Strongly satisfied",NA,"No","Strongly disagree","Strongly agree","Strongly satisfied",1
"303","Yes","No","No",0,20000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat dissatisfied",0
"304","Yes","Yes","Yes",2,42000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"305","Yes","No","No",0,5000,"Strongly satisfied","No",NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"306","Yes","No","Yes",2,9000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"307","Yes","No","Yes",4,30000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"308","Yes","No","No",0,1400,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"309","No","No","No",0,20000,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"310","Yes","No","No",0,60000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"311","Yes","No","No",0,9000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"312","Yes","No","No",0,32000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"313","Yes","No","No",0,12000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"314","Yes","No","No",0,30000,"Strongly dissatisfied",NA,"No","Strongly agree","Strongly agree","Strongly dissatisfied",0
"315","Yes","Yes","No",0,40000,"Strongly satisfied","No",NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"316","Yes","No","No",0,22000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"317","Yes","Yes","Yes",5,45000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"318","Yes","No","No",0,30000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"319","Yes","No","No",0,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"320","Yes","No","No",0,15000,"Strongly satisfied","No",NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"321","Yes","No","No",0,12000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"322","Yes","No","No",0,25000,"Somewhat satisfied","No",NA,"No opinion","No opinion","Somewhat satisfied",1
"323","Yes","No","No",0,1200,"Somewhat satisfied",NA,NA,"No opinion","No opinion","Somewhat satisfied",1
"324","No","No","No",0,35000,"Strongly satisfied","Not stated",NA,"No opinion","No opinion","Strongly satisfied",1
"325","No","No","No",0,5000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"326","No","No","No",0,40000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"327","Yes","Yes","No",0,1000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"328","Yes","No","No",0,6500,"No opinion",NA,NA,"Somewhat agree","Strongly agree","No opinion",NA
"329","Yes","Yes","Yes",18,22000,"Strongly satisfied",NA,"No","Somewhat disagree","Strongly disagree","Strongly satisfied",1
"330","Yes","No","No",0,10000,"Strongly dissatisfied",NA,NA,"Strongly disagree","Strongly disagree","Strongly dissatisfied",0
"331","No","No","No",0,21000,"Strongly satisfied","No",NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"332","Yes","Yes","Yes",30,27000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"333","Yes","Yes","Yes",20,19000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"334","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"335","Yes","Yes","No",0,0,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"336","Yes","Yes","Yes",41,28000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"337","Yes","Yes","Yes",10,15000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat dissatisfied",0
"338","Yes","No","Yes",1,43000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"339","No","No","No",0,0,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"340","No","No","No",0,60000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"341","Yes","No","Yes",3,24000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"342","Yes","No","Yes",41,28000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"343","Yes","Yes","No",0,4800,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"344","No","No","No",0,1000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"345","Yes","Yes","Yes",4,21000,"Strongly satisfied",NA,NA,"No opinion","No opinion","Strongly satisfied",1
"346","Yes","No","No",0,5000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"347","Yes","No","No",0,14000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"348","Yes","Yes","Yes",10,23000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"349","Yes","No","No",0,4000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"350","Yes","No","No",0,14000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat disagree","Strongly satisfied",1
"351","Yes","No","No",0,19000,"Strongly dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly dissatisfied",0
"352","Yes","Yes","Yes",30,30000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"353","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"354","Yes","No","Yes",1,27000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"355","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"356","Yes","No","No",0,10000,"Somewhat satisfied",NA,"No","Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"357","Yes","No","No",0,44000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"358","Yes","Yes","Yes",1,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"359","No","No","No",0,25000,"Strongly satisfied",NA,NA,"Strongly disagree","No opinion","Strongly satisfied",1
"360","Yes","No","No",0,23000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"361","Yes","No","No",0,26000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"362","Yes","No","No",0,29000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat dissatisfied",0
"363","No","No","No",0,1000,"Strongly satisfied",NA,NA,"Somewhat disagree","No opinion","Strongly satisfied",1
"364","No","No","No",0,20000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"365","Yes","No","No",0,45000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"366","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"367","Yes","No","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"368","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"369","Yes","No","No",0,25300,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"370","Yes","Yes","Yes",35,29000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"371","Yes","No","No",0,55000,"Somewhat satisfied",NA,"No","Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"372","Yes","Yes","Yes",30,36000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"373","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"374","Yes","No","Yes",20,16000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"375","Yes","No","No",0,23000,"Strongly dissatisfied",NA,"No","Strongly disagree","Somewhat agree","Strongly dissatisfied",0
"376","Yes","No","No",0,1700,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"377","Yes","Yes","Yes",5,44000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"378","No","No","No",0,40000,"Somewhat satisfied",NA,NA,"Strongly disagree","No opinion","Somewhat satisfied",1
"379","Yes","No","No",0,17000,"Strongly dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly dissatisfied",0
"380","Yes","No","No",0,2000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"381","Yes","No","No",0,4000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"382","Yes","No","No",0,5000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"383","Yes","No","Yes",20,25000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"384","Yes","No","No",0,4000,"Strongly satisfied","Not stated",NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"385","Yes","Yes","No",0,36000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"386","Yes","No","No",0,0,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat dissatisfied",0
"387","Yes","No","No",0,3500,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"388","Yes","Yes","Yes",2,30000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
