eLife_ID,Count.number.of.answers,Collector.ID,Start_Date,End_Date,Time.to.complete,Time,Pace,Provided_Support,Not_ProvidedSupport,Why_NoSupport_NoResponsibility,Why_NoSupport_Invasive,Why_NoSupport_NoNeed,Why_NoSupport_Difficult,Why_NoSupport_Know,Why_NoSupport_Time,Why_NoSupport_SomeoneElse,Why_NoSupport_Qualified,Why_NoSupport_Timing,Why_NoSupport_OwnMH,Why_NoSupport_Politics,Why_NoSupport_Unsure,Why_NoSupport_PNTA,Why_NoSupport_Other,Supporter_CareerStage,Supporter_Officially,Supporter_MH,Supporter_NumberReceivers,Supporter_Country,Supporter_Country_Typos,Receiver_CareerStage,Receiver_CareerStage_Other,Receiver_MH_Perfectionism,Receiver_MH_BurnOut,Receiver_MH_Depression,Receiver_MH_LowSE,Receiver_MH_Anxiety,Receiver_MH_Sleep,Receiver_MH_Panic,Receiver_MH_Suicide,Receiver_MH_SelfHarm,Receiver_MH_Bereavement,Receiver_MH_Substance,Receiver_MH_Eating,Receiver_MH_ADHD,Receiver_MH_Bipolar,Receiver_MH_PTSD,Receiver_MH_Personality,Receiver_MH_Unsure,Receiver_MH_PNTA,Receiver_MH_Other,Receiver_MHCauses_Progress,Receiver_MHCauses_Workload,Receiver_MHCauses_Conflict,Receiver_MHCauses_Bullying,Receiver_MHCauses_Isolation,Receiver_MHCauses_Homesick,Receiver_MHCauses_Funding,Receiver_MHCauses_Admin,Receiver_MHCauses_Sexual,Receiver_MHCauses_Racism,Receiver_MHCauses_Physical,Receiver_MHCauses_MHInstitution,Receiver_MHCauses_NonMHInstitution,Receiver_MHCauses_NotAcademia,Receiver_MHCauses_NotSure,Receiver_MHCauses_PNTA,Receiver_MHCauses_Other,Receiver_MHCauses_Other_Dummy,Receiver_ProfessionalHelp,Receiver_Missing_Personal,Receiver_Missing_Peers,Receiver_Missing_Managers,Receiver_Missing_Institutions,Receiver_Missing_Pro,Receiver_Missing_OutPro,Receiver_Missing_Other,Lenght_Support,Supporter_Actions_OpenUp,Supporter_Actions_Resources,Supporter_Actions_HelpResources,Supporter_Actions_Emotional,Supporter_Actions_Advice,Supporter_Actions_Work,Supporter_Actions_Personal,Supporter_Actions_Crisis,Supporter_Actions_Adjustments,Supporter_Actions_Advocacy,Supporter_Actions_Unsure,Supporter_Actions_PNTA,Supporter_Actions_Other,Supporter_Regrets,Comfortable_withMH,Confident_withMH,Impact_Draining,Impact_Time,Impact_Work,Impact_Personal,Impact_Rewarding,Impact_PositiveDifference,Impact_Beacon,FiveWords,FiveWords_Recoded,Support_Institution,Support_Colleagues,Support_Personal,Support_Receiver,Support_Emotional_No,Support_Emotional_NoFind,Support_Emotional_Institution,Support_Emotional_Colleagues,Support_Emotional_Personal,Support_Emotional_Unsure,Support_Emotional_PNTA,Support_Emotional_Other,Support_Practical,Support_Practical_Other,Advice_Colleagues,Advice_Personal,Advice_Communities,Advice_Written,Advice_Training,Advice_Professionals,Advice_Other,Main_Barriers_NotAvailable,Main_Barriers_NoFind,Main_Barriers_Time,Main_Barriers_Financial,Main_Barriers_NotUseful,Main_Barriers_NoPb,Main_Barriers_Other,Advice_Needed,Advice_Useful,All_Age,All_Gender,All_Gender_Other,All_Minority_No,All_Minority_Ethnicity,All_Minority_Gender,All_Minority_Sex,All_Minority_Disability,All_Minority_SES,All_Minority_Unsure,All_Minority_PNTA,All_Minority_Other,Minority_NoGender_Recoded,All_CurrentRole,All_CurrentRole_Other,All_ResearchField,All_ResearchField_Other,All_Competitiveness,All_ResearchCulture,All_MH,All_UnderstandingMH,Consent_Share,All_Comments,Receiver_CareerStage_clean,Why_NoSupport_Other_Dummy,Why_NoSupport_Answered_Sum,Why_NoSupport_Answered_YN,Receiver_MH_Other_Dummy,Receiver_MH_Answered_Sum,Receiver_MH_Answered_YN,Receiver_Missing_Other_Dummy,Receiver_Missing_Answered_Sum,Receiver_Missing_Answered_YN,Supporter_Actions_Other_Dummy,Supporter_Actions_Answered_Sum,Supporter_Actions_Answered_YN,Support_Emotional_Other_Dummy,Support_Emotional_Answered_Sum,Support_Emotional_Answered_YN,Support_Practical_Other_Dummy,Support_Practical_Answered_Sum,Support_Practical_Answered_YN,Advice_Colleagues_Other_Dummy,Advice_Colleagues_Other,Main_Barriers_Other_Dummy,Main_Barriers_Answered_Sum,Main_Barriers_Answered_YN,All_Gender_Other_Dummy,All_Gender_Answered_Sum,All_Gender_Answered_YN,All_Minority_Other_Dummy,All_Minority_Answered_Sum,All_Minority_Answered_YN,All_CurrentRole_Other_Dummy,All_CurrentRole_Answered_Sum,All_CurrentRole_Answered_YN,All_ResearchField_Other_Dummy,All_ResearchField_Answered_Sum,All_ResearchField_Answered_YN,Supporter_CareerStage_clean,All_Gender_clean,All_CurrentRole_clean
416,16,247890590,16/11/19 09:28,16/11/19 09:30,00:02:24,144,9,5,2,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,7,,5,,3,2,4,2,2,,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,7,1,0,5,1,NA,3,7
417,13,247890590,16/11/19 09:13,16/11/19 09:29,00:15:28,928,71.38,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,1,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,2,,5,,5,4,6,3,2,"In my opinion, most of the problems can be solved by just being upfront about one's feelings but that generally never happens because we all know it would be at the cost of losing good recommendations. I had joined this field with immense positivity and thoughts of having a flexible career having immense room for creativity. But the real picture is completely different. Research ends up taking a toll on the lives of those who pursue it. I want my research to be a ""part"" of my life and not all my life. Only diamonds are made under pressure but good scientists are made with love and support.",NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,2,1,0,5,1,NA,3,2
418,12,247890590,16/11/19 08:34,16/11/19 08:39,00:04:17,257,21.42,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,4,2,4,4,2,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,0,1,1,0,3,1,0,5,1,NA,1,3
419,58,247890590,16/11/19 08:15,16/11/19 08:30,00:15:09,909,15.67,4,4,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,,6,2,1,2,UK,UK,5,,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,,,4,NA,NA,NA,NA,1,1,,4,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,,"I wish I could have got them to see a medical specialist sooner, for the causes of their (physical) health problems. The individual is on a long waiting list.",5,4,4,3,3,2,4,4,5,Willing. Important. Frustrating.,Willing. Important. Frustrating.,4,5,5,5,NA,NA,NA,1,1,NA,NA,,4,,4,4,4,4,2,2,,NA,NA,1,NA,NA,NA,,Institutional policies on flexible working.,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,4,2,5,4,2,"It is an essential part of my job as PI/manager to support the people in my lab. It is frustrating to be able to do so little to help sometimes. Nevertheless, I strive to be both kind and effective. I seek advice from colleagues and friends on how to do that better. UKnewPI forum and twitter are particularly supportive forums.",5,0,5,1,0,2,1,0,2,1,0,5,1,0,2,1,0,4,1,NA,NA,0,1,1,0,1,1,0,1,1,0,6,1,0,5,1,6,1,6
420,53,247890590,16/11/19 08:01,16/11/19 08:10,00:08:56,536,10.11,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,4,1,3,2,Uk,UK,4,,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,,,4,NA,NA,1,1,NA,NA,,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,3,3,5,4,4,4,3,3,4,,,1,1,3,4,1,NA,NA,NA,NA,NA,NA,,4,,1,1,1,1,5,5,,NA,1,1,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,5,5,5,5,2,,4,0,1,1,0,2,1,0,2,1,0,2,1,0,0,0,0,4,1,NA,NA,0,2,1,0,1,1,0,1,1,0,4,1,0,5,1,4,1,4
421,51,247890590,16/11/19 05:09,16/11/19 05:29,00:19:48,1188,23.29,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,8,1,1,2,[REDACTED FOR CONFIDENTIALITY],[REDACTED FOR CONFIDENTIALITY],5,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,NA,NA,NA,,5,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,,,5,4,3,3,1,3,3,4,4,,,3,4,3,4,NA,NA,NA,NA,1,NA,NA,,0,[REDACTED FOR CONFIDENTIALITY],1,4,4,4,4,4,,NA,NA,NA,NA,NA,NA,,[REDACTED FOR CONFIDENTIALITY],,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,12,,3,4,5,4,NA,[REDACTED FOR CONFIDENTIALITY],5,0,1,1,0,1,1,0,1,1,0,6,1,0,1,1,1,1,1,NA,NA,0,0,0,0,3,1,0,1,1,0,8,1,0,12,1,8,3,8
422,52,247890590,16/11/19 05:02,16/11/19 05:12,00:09:11,551,10.6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,1,2,US,USA,3,,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,1,NA,NA,NA,,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,5,5,3,1,1,2,5,4,4,,,3,4,4,5,1,NA,NA,NA,NA,NA,NA,,3,,4,4,4,5,2,5,,NA,1,NA,1,NA,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,2,1,1,4,2,,3,0,0,0,0,3,1,0,1,1,0,4,1,0,0,0,0,3,1,NA,NA,0,2,1,0,3,1,0,1,1,0,3,1,0,5,1,3,3,3
423,45,248048473,16/11/19 04:46,16/11/19 04:56,00:09:23,563,12.51,4,3,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,,3,1,1,2,[REDACTED FOR CONFIDENTIALITY],[REDACTED FOR CONFIDENTIALITY],3,,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,,,5,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,,3,5,5,5,4,NA,4,3,4,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,1,,NA,1,NA,NA,NA,NA,NA,NA,,2,3,,NA,,3,4,3,3,1,,3,0,9,1,0,4,1,0,1,1,0,1,1,0,0,0,0,5,1,NA,NA,0,0,0,0,1,1,0,1,1,0,3,1,0,0,0,3,1,3
424,52,247890590,16/11/19 02:24,16/11/19 02:32,00:07:42,462,8.88,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,1,2,,,3,,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,NA,NA,NA,1,NA,,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,4,4,2,2,1,5,5,4,4,,,5,5,5,4,NA,NA,NA,1,1,NA,NA,,3,,4,4,4,3,3,2,,NA,NA,1,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,4,1,4,5,2,,3,0,0,0,0,3,1,0,2,1,0,3,1,0,2,1,0,3,1,NA,NA,0,1,1,0,1,1,0,1,1,0,6,1,0,5,1,6,1,6
425,48,247890590,16/11/19 02:23,16/11/19 02:35,00:12:26,746,15.54,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,1,1,1,,,4,,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,,,3,1,NA,1,NA,1,NA,,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,5,4,3,3,4,1,5,5,4,,,3,3,4,5,1,NA,NA,NA,NA,NA,NA,,2,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,4,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,4,3,4,5,2,,4,0,0,0,0,3,1,0,3,1,0,4,1,0,0,0,0,2,1,NA,NA,0,0,0,0,1,1,0,1,1,0,6,1,0,5,1,6,1,6
426,56,247890590,16/11/19 00:28,16/11/19 00:36,00:08:31,511,9.13,4,4,NA,1,NA,1,1,1,1,NA,NA,1,NA,NA,NA,,6,1,2,2,United States,USA,4,,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,NA,NA,NA,NA,NA,,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,,,1,1,5,5,5,5,2,3,3,,,6,6,4,1,NA,1,NA,NA,1,NA,NA,,3,,5,5,5,5,5,5,,NA,NA,1,NA,NA,NA,,,,2,3,,NA,NA,NA,NA,1,NA,NA,NA,,2,6,,12,,4,4,5,4,2,,4,0,6,1,0,3,1,0,1,1,0,2,1,0,2,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,6,1,0,12,1,6,3,6
427,14,247890590,15/11/19 23:59,16/11/19 00:01,00:02:16,136,9.71,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,8,,5,5,5,5,2,,NA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,0,1,1,0,4,1,0,8,1,NA,1,4
428,69,247890590,15/11/19 23:34,15/11/19 23:42,00:07:56,476,6.9,3,3,1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,,6,2,2,2,,,3,,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,,,2,1,NA,NA,1,1,1,,3,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,,,2,1,5,4,4,4,2,2,3,,,2,2,2,2,NA,1,NA,NA,NA,NA,NA,,3,,4,4,4,2,2,2,,NA,1,1,NA,1,NA,,,,3,1,,1,NA,NA,NA,NA,1,NA,NA,,2,6,,12,,3,2,4,2,1,,3,0,8,1,0,2,1,0,4,1,0,5,1,0,1,1,0,3,1,NA,NA,0,3,1,0,1,1,0,2,1,0,6,1,0,12,1,6,1,6
429,56,247890590,15/11/19 22:58,15/11/19 23:19,00:20:49,1249,22.3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,2,1,UK,UK,3,,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,1,NA,NA,NA,,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,,,4,3,4,4,4,4,5,5,3,"Sad, distressing, mismanagement, painful, difficult",Sad distressing mismanagement painful difficult,2,2,3,5,1,NA,NA,NA,NA,NA,NA,,4,,5,4,1,1,1,1,,1,NA,NA,NA,NA,NA,,,My own experience of mental health issues in academia,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,5,4,5,4,2,"More support needs to be given to PhD students and post-docs during periods when a PI is away from a lab for a prolonged period (i.e. during illness or maternity leave). A lot of attention is rightly given to ensuring the person who is away has support, but the hierarchical nature of academic work means trainees and staff are also adversely affected but often ignored.",3,0,0,0,0,5,1,0,1,1,0,4,1,0,0,0,0,4,1,NA,NA,0,1,1,0,1,1,0,1,1,0,4,1,0,5,1,4,1,4
430,55,247890590,15/11/19 23:02,15/11/19 23:14,00:11:54,714,12.98,4,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,,6,2,4,2,USA,USA,3,,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,,3,NA,NA,NA,1,NA,NA,,4,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,,"We considered a formal leave of absence but the institution requirements would have meant that the person would lose access to student health services (including their mental health services), as well as email access/library privileges, etc.",2,1,5,4,1,5,5,3,4,,,3,3,3,4,NA,1,NA,NA,NA,NA,NA,,0,I had some practical information (i.e. lists of phone numbers) but would have benefited from active training on discussing tough topics.,2,5,4,4,2,2,,1,NA,NA,NA,NA,NA,,2 aspects would have made this experience easier. 1) Institution policies allowing for reasonable leave-of-absence that would not further up-end the person's life and 2) the dept to prioritize training and acknowledge that faculty may often find themselves in these support roles,online forums (non-academic) on speaking with people in crisis or coping with mental health issues,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,5,2,5,4,2,,3,0,4,1,0,3,1,0,1,1,0,5,1,0,1,1,1,1,1,NA,NA,0,1,1,0,3,1,0,1,1,0,6,1,0,5,1,6,3,6
431,57,247890590,15/11/19 22:58,15/11/19 23:10,00:12:32,752,13.19,3,3,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,The person was clearly antagonistic towards me.,6,3,1,1,Australia,Australia,2,,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,,2,NA,NA,NA,1,NA,NA,,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"I was committee chair for this person and helped them establish a path forward to finish their dissertation, as well as making calls on what was enough material for a thesis.",,5,4,3,3,2,3,3,4,2,"Relieved (at the trainee's eventual success); frustrated (by both the structure of scientific careers and cultural boundaries that limited outcomes), empowered",Relieved (at the trainee's eventual success) frustrated (by both the structure of scientific careers and cultural boundaries that limited outcomes) empowered,3,4,6,5,1,NA,NA,NA,NA,NA,NA,,3,,4,1,1,3,3,3,,1,1,NA,NA,1,NA,,University policies,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,5,4,5,5,2,"As someone who has needed support before and found none, I try very hard to make sure people around me had a better experience than I did, leading to positive outcomes.",2,1,5,1,0,3,1,0,1,1,1,4,1,0,0,0,0,3,1,NA,NA,0,3,1,0,3,1,0,1,1,0,6,1,0,5,1,6,3,6
432,49,247890590,15/11/19 22:54,15/11/19 23:01,00:06:25,385,7.86,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,2,2,Australia,Australia,3,,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2,NA,NA,NA,NA,1,NA,,5,1,1,NA,1,1,1,NA,NA,NA,1,NA,NA,,,5,4,3,1,1,1,5,5,3,,,6,6,6,5,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,12,,5,4,5,5,2,,3,0,0,0,0,4,1,0,1,1,0,6,1,0,0,0,0,1,1,NA,NA,0,0,0,0,3,1,0,1,1,0,6,1,0,12,1,4,3,6
433,23,247890590,15/11/19 22:49,15/11/19 22:52,00:02:31,151,6.57,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,1,2,,,NA,,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,NA,NA,NA,NA,,6,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,0,0,0,0,5,1,0,0,0,0,6,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
434,12,248048473,15/11/19 22:37,15/11/19 22:40,00:02:03,123,10.25,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,4,4,2,4,1,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,4,1,0,5,1,NA,3,4
435,63,248048473,15/11/19 22:24,15/11/19 22:40,00:15:45,945,15,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,,4,1,2,2,United States,USA,5,"Primarily 2 technicians, a PhD student, and a postdoc",NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,,4,NA,1,1,NA,1,NA,,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,,,4,2,5,4,4,4,4,4,5,"draining, insufficient",draining insufficient,4,2,3,4,NA,NA,1,1,1,NA,NA,,3,,4,4,5,5,2,4,,NA,NA,1,NA,NA,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,4,5,5,4,2,,5,0,3,1,0,5,1,0,3,1,0,3,1,0,3,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,4,1,0,5,1,4,3,4
436,67,247890590,15/11/19 22:20,15/11/19 22:31,00:11:46,706,10.54,3,3,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,,3,1,2,2,Switzerland,Switzerland,3,,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,3,1,1,1,NA,1,1,,2,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,,,4,4,5,5,4,4,4,4,4,"Exhausting, empowering, supportive, draining, helpful",Exhausting empowering supportive draining helpful,3,3,2,4,NA,NA,NA,NA,NA,1,NA,,3,,4,3,4,4,1,2,,NA,1,1,1,NA,NA,,Ways to support my colleague without sacrificing my own mental health.,"Online platforms, academic Twitter",2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,4,4,5,4,2,Schools should ensure access to professional help is readily available to all students and staff. Especially in various languages for those researchers working abroad who would benefit from discussion in their native language.,3,0,3,1,0,4,1,0,5,1,0,6,1,0,1,1,0,3,1,NA,NA,0,3,1,0,3,1,0,1,1,0,3,1,0,5,1,3,3,3
